,cell_type_dc_sub_final
77500,T cells
77501,T cells
77502,T cells
77503,Smooth muscle cells
77504,B cells
77505,Macrophages
77506,Endothelial cells
77507,B cells
77508,B cells
77509,Endothelial cells
77510,Stromal cells
77511,Stromal cells
77513,B cells
77514,B cells
77515,Smooth muscle cells
77516,Endothelial cells
77517,Macrophages
77518,T cells
77519,Smooth muscle cells
77521,T cells
77522,B cells
77523,Smooth muscle cells
77524,B cells
77525,Smooth muscle cells
77526,T cells
77527,Macrophages
77528,Macrophages
77529,T cells
77530,Macrophages
77531,Smooth muscle cells
77532,T cells
77533,Macrophages
77534,T cells
77535,T cells
77536,Macrophages
77537,T cells
77538,Stromal cells
77539,B cells
77540,Macrophages
77541,T cells
77542,Macrophages
77543,T cells
77544,T cells
77545,Stromal cells
77546,Macrophages
77547,T cells
77548,Stromal cells
77549,Stromal cells
77550,Macrophages
77551,Macrophages
77552,Macrophages
77553,Breast myoepithelial cells
77554,Stromal cells
77555,Breast myoepithelial cells
77556,Breast cancer subtype 5
77557,Breast myoepithelial cells
77558,Breast glandular cells
77559,Breast myoepithelial cells
77560,Breast cancer subtype 5
77561,Breast glandular cells
77562,Breast glandular cells
77563,Breast cancer subtype 5
77564,Breast glandular cells
77565,Breast glandular cells
77566,Breast glandular cells
77567,Breast cancer subtype 5
77568,Breast cancer subtype 5
77569,Breast glandular cells
77570,Breast cancer subtype 5
77571,Breast myoepithelial cells
77572,Breast glandular cells
77573,Breast glandular cells
77574,Breast glandular cells
77575,Breast cancer subtype 5
77576,Breast myoepithelial cells
77577,Breast glandular cells
77578,Breast cancer subtype 5
77579,Breast glandular cells
77580,Breast glandular cells
77581,Breast glandular cells
77582,Breast glandular cells
77584,T cells
77586,B cells
77587,Macrophages
77588,Macrophages
77589,Macrophages
77590,Stromal cells
77591,B cells
77592,T cells
77593,B cells
77594,Stromal cells
77596,T cells
77597,Macrophages
77598,Stromal cells
77600,Macrophages
77601,Macrophages
77602,T cells
77603,Macrophages
77604,T cells
77605,Macrophages
77606,T cells
77607,T cells
77608,B cells
77609,T cells
77610,B cells
77611,T cells
77612,Stromal cells
77613,T cells
77614,T cells
77615,Stromal cells
77616,T cells
77617,T cells
77618,Macrophages
77619,Stromal cells
77620,T cells
77621,T cells
77622,B cells
77623,T cells
77624,Stromal cells
77625,T cells
77626,B cells
77627,Stromal cells
77628,Macrophages
77629,B cells
77630,T cells
77631,B cells
77632,Stromal cells
77633,Stromal cells
77634,T cells
77635,B cells
77636,Stromal cells
77637,T cells
77638,Stromal cells
77639,T cells
77640,Macrophages
77641,Stromal cells
77642,T cells
77643,B cells
77644,Stromal cells
77645,Stromal cells
77646,Stromal cells
77647,Stromal cells
77648,Macrophages
77649,T cells
77650,B cells
77651,Stromal cells
77652,Macrophages
77653,T cells
77654,T cells
77655,Endothelial cells
77656,T cells
77657,Macrophages
77658,T cells
77659,T cells
77660,Endothelial cells
77661,B cells
77662,B cells
77663,Smooth muscle cells
77664,T cells
77665,T cells
77666,T cells
77667,Endothelial cells
77668,T cells
77669,T cells
77670,Stromal cells
77671,T cells
77673,Stromal cells
77674,Stromal cells
77675,Stromal cells
77676,Stromal cells
77677,Stromal cells
77678,T cells
77679,Stromal cells
77680,Macrophages
77681,Stromal cells
77682,Macrophages
77683,Stromal cells
77684,T cells
77685,Stromal cells
77686,Stromal cells
77687,Stromal cells
77689,Stromal cells
77690,Stromal cells
77691,Stromal cells
77692,Stromal cells
77693,Macrophages
77694,Macrophages
77695,Stromal cells
77696,Macrophages
77697,Stromal cells
77698,Macrophages
77699,Stromal cells
77700,T cells
77701,Stromal cells
77702,Stromal cells
77703,Stromal cells
77704,T cells
77705,Stromal cells
77706,T cells
77707,Stromal cells
77708,T cells
77709,Stromal cells
77710,Stromal cells
77711,Stromal cells
77712,Stromal cells
77713,T cells
77714,T cells
77715,Stromal cells
77716,T cells
77717,Macrophages
77718,B cells
77719,T cells
77720,B cells
77721,B cells
77722,Stromal cells
77723,Macrophages
77724,Endothelial cells
77725,T cells
77726,Stromal cells
77727,Macrophages
77728,Stromal cells
77729,T cells
77730,Macrophages
77731,T cells
77732,Stromal cells
77733,Stromal cells
77734,B cells
77735,Stromal cells
77736,Stromal cells
77737,T cells
77738,Stromal cells
77739,B cells
77740,Macrophages
77741,Macrophages
77742,Stromal cells
77743,Endothelial cells
77744,Macrophages
77745,Macrophages
77746,T cells
77747,Endothelial cells
77748,B cells
77749,Macrophages
77750,Stromal cells
77751,Stromal cells
77752,T cells
77753,Stromal cells
77754,Macrophages
77755,Macrophages
77756,Endothelial cells
77757,Macrophages
77758,T cells
77759,T cells
77760,Stromal cells
77761,Smooth muscle cells
77762,B cells
77763,Macrophages
77764,Macrophages
77765,Endothelial cells
77766,Stromal cells
77767,Stromal cells
77768,Endothelial cells
77769,Stromal cells
77771,B cells
77772,T cells
77773,T cells
77774,T cells
77776,Breast cancer subtype 5
77777,Breast cancer subtype 5
77779,Breast cancer subtype 5
77780,Breast cancer subtype 5
77781,Macrophages
77789,Stromal cells
77792,Breast cancer subtype 4
77796,Breast cancer subtype 5
77798,Breast glandular cells
77801,Macrophages
77803,Breast cancer subtype 2
77804,Breast cancer subtype 5
77809,Breast cancer subtype 5
77811,Breast cancer subtype 5
77812,Breast cancer subtype 5
77813,Breast cancer subtype 5
77814,Breast cancer subtype 5
77815,Breast cancer subtype 5
77816,Breast cancer subtype 5
77817,Breast cancer subtype 5
77818,Breast cancer subtype 5
77819,Breast cancer subtype 5
77820,Breast cancer subtype 5
77821,Breast cancer subtype 5
77822,Breast cancer subtype 5
77823,Breast cancer subtype 5
77824,Breast cancer subtype 5
77825,Breast cancer subtype 5
77826,Breast cancer subtype 5
77827,Breast cancer subtype 5
77828,Breast cancer subtype 5
77829,Breast cancer subtype 5
77830,Breast cancer subtype 5
77831,Breast cancer subtype 5
77832,Breast cancer subtype 5
77833,Breast cancer subtype 5
77834,Breast cancer subtype 5
77835,Breast cancer subtype 5
77836,Breast cancer subtype 5
77837,Breast cancer subtype 5
77838,Breast cancer subtype 5
77839,Breast cancer subtype 5
77840,Breast cancer subtype 5
77841,Breast cancer subtype 5
77842,Breast cancer subtype 5
77843,Breast cancer subtype 5
77844,Breast cancer subtype 5
77845,Stromal cells
77846,Macrophages
77847,Macrophages
77848,T cells
77849,T cells
77850,Stromal cells
77851,T cells
77852,Stromal cells
77853,Stromal cells
77854,B cells
77855,T cells
77856,T cells
77857,T cells
77858,T cells
77859,Stromal cells
77860,T cells
77861,Stromal cells
77862,B cells
77863,B cells
77864,T cells
77865,T cells
77866,Macrophages
77867,Macrophages
77868,B cells
77869,Stromal cells
77871,B cells
77872,B cells
77873,B cells
77874,B cells
77875,T cells
77876,Macrophages
77877,Stromal cells
77878,B cells
77879,T cells
77880,Macrophages
77881,B cells
77882,Macrophages
77883,Stromal cells
77884,Smooth muscle cells
77885,Smooth muscle cells
77886,Macrophages
77887,Smooth muscle cells
77888,Macrophages
77889,T cells
77890,T cells
77891,B cells
77892,Endothelial cells
77893,B cells
77894,Smooth muscle cells
77895,Smooth muscle cells
77896,T cells
77897,Macrophages
77898,Smooth muscle cells
77899,Endothelial cells
77900,Endothelial cells
77901,Stromal cells
77902,Smooth muscle cells
77903,Smooth muscle cells
77904,Endothelial cells
77905,Smooth muscle cells
77906,Macrophages
77907,Smooth muscle cells
77908,Endothelial cells
77909,T cells
77910,Smooth muscle cells
77911,Endothelial cells
77912,T cells
77913,Macrophages
77914,Stromal cells
77915,Smooth muscle cells
77917,T cells
77918,Macrophages
77919,B cells
77921,T cells
77922,Smooth muscle cells
77923,Stromal cells
77924,Smooth muscle cells
77925,Macrophages
77926,T cells
77928,Smooth muscle cells
77929,Smooth muscle cells
77930,Stromal cells
77931,B cells
77932,Smooth muscle cells
77933,T cells
77934,Stromal cells
77935,Endothelial cells
77937,Breast myoepithelial cells
77938,Stromal cells
77939,Breast cancer subtype 5
77940,Breast cancer subtype 5
77941,Stromal cells
77942,T cells
77943,Stromal cells
77944,Breast cancer subtype 5
77945,Stromal cells
77946,Breast cancer subtype 5
77947,Breast cancer subtype 5
77948,Stromal cells
77949,Breast myoepithelial cells
77950,Breast cancer subtype 5
77951,Stromal cells
77952,Breast cancer subtype 5
77953,Macrophages
77954,Stromal cells
77955,Stromal cells
77956,Breast myoepithelial cells
77957,Breast cancer subtype 5
77958,Breast cancer subtype 5
77959,Macrophages
77960,Breast cancer subtype 5
77961,Breast myoepithelial cells
77962,Stromal cells
77963,Breast cancer subtype 5
77964,Breast cancer subtype 5
77965,Breast myoepithelial cells
77966,Stromal cells
77967,Breast cancer subtype 5
77968,Breast cancer subtype 5
77969,Stromal cells
77970,Breast cancer subtype 5
77971,Breast cancer subtype 5
77972,Breast cancer subtype 5
77973,Breast cancer subtype 5
77974,Breast myoepithelial cells
77975,Breast cancer subtype 5
77976,Stromal cells
77977,Breast cancer subtype 5
77978,Breast cancer subtype 5
77979,Breast cancer subtype 5
77980,Breast myoepithelial cells
77981,Stromal cells
77982,Breast cancer subtype 5
77983,Breast cancer subtype 5
77984,Breast cancer subtype 5
77985,Breast cancer subtype 5
77986,Breast cancer subtype 5
77987,Breast cancer subtype 5
77988,Breast cancer subtype 5
77989,Breast cancer subtype 5
77990,Macrophages
77991,Macrophages
77992,Breast cancer subtype 5
77993,Breast cancer subtype 5
77994,Breast myoepithelial cells
77995,Breast cancer subtype 5
77996,Breast cancer subtype 5
77997,Breast cancer subtype 5
77998,Breast myoepithelial cells
77999,Breast cancer subtype 5
78000,Breast cancer subtype 5
78001,Breast cancer subtype 5
78002,Breast cancer subtype 5
78003,Breast cancer subtype 5
78005,Breast cancer subtype 5
78006,Breast cancer subtype 5
78007,Breast cancer subtype 5
78008,Breast cancer subtype 5
78009,Breast myoepithelial cells
78010,Breast cancer subtype 5
78011,Breast myoepithelial cells
78012,Breast myoepithelial cells
78013,Breast cancer subtype 5
78014,Stromal cells
78015,Stromal cells
78016,B cells
78017,T cells
78018,Stromal cells
78019,Stromal cells
78020,T cells
78021,B cells
78022,B cells
78023,T cells
78024,T cells
78025,B cells
78027,B cells
78028,T cells
78029,T cells
78030,T cells
78031,B cells
78032,Stromal cells
78033,T cells
78034,T cells
78035,Macrophages
78036,Stromal cells
78038,B cells
78039,T cells
78040,B cells
78041,T cells
78042,B cells
78043,B cells
78044,B cells
78045,B cells
78046,T cells
78047,T cells
78048,T cells
78049,T cells
78050,T cells
78051,T cells
78052,B cells
78053,B cells
78055,Macrophages
78056,B cells
78058,T cells
78059,T cells
78060,B cells
78061,T cells
78062,B cells
78063,T cells
78064,B cells
78065,Endothelial cells
78066,Stromal cells
78067,T cells
78068,Endothelial cells
78069,Stromal cells
78070,Stromal cells
78071,Stromal cells
78072,B cells
78073,B cells
78074,Endothelial cells
78075,Stromal cells
78076,Endothelial cells
78077,T cells
78078,Endothelial cells
78079,Macrophages
78080,Macrophages
78081,T cells
78082,Macrophages
78083,T cells
78084,Stromal cells
78085,Stromal cells
78086,Macrophages
78087,T cells
78088,Stromal cells
78089,Stromal cells
78090,Stromal cells
78091,T cells
78092,B cells
78093,T cells
78095,B cells
78096,T cells
78097,Stromal cells
78098,T cells
78099,Endothelial cells
78100,Endothelial cells
78101,B cells
78102,Stromal cells
78103,T cells
78104,B cells
78105,Stromal cells
78106,T cells
78107,Macrophages
78108,B cells
78109,T cells
78110,B cells
78111,B cells
78112,Stromal cells
78113,T cells
78114,Stromal cells
78115,T cells
78116,Stromal cells
78117,Stromal cells
78118,Stromal cells
78119,Stromal cells
78120,T cells
78121,Stromal cells
78122,T cells
78123,Macrophages
78124,T cells
78125,Macrophages
78126,Stromal cells
78127,Endothelial cells
78128,Stromal cells
78129,Stromal cells
78130,Stromal cells
78131,T cells
78132,Macrophages
78133,Macrophages
78134,T cells
78135,Macrophages
78137,T cells
78138,Stromal cells
78139,Macrophages
78140,Stromal cells
78141,Macrophages
78142,T cells
78143,Macrophages
78144,Macrophages
78145,T cells
78146,T cells
78147,Stromal cells
78148,Stromal cells
78149,Stromal cells
78150,Stromal cells
78151,Stromal cells
78152,Stromal cells
78153,T cells
78154,Stromal cells
78155,Endothelial cells
78156,Endothelial cells
78157,Stromal cells
78158,Smooth muscle cells
78159,T cells
78160,Stromal cells
78161,T cells
78162,Macrophages
78163,T cells
78164,T cells
78165,T cells
78166,Stromal cells
78167,Endothelial cells
78168,T cells
78169,Stromal cells
78170,Endothelial cells
78171,Stromal cells
78172,T cells
78174,Stromal cells
78175,T cells
78176,T cells
78177,Endothelial cells
78178,Endothelial cells
78179,Stromal cells
78180,B cells
78181,T cells
78182,T cells
78183,Stromal cells
78184,Macrophages
78185,Macrophages
78186,T cells
78187,B cells
78188,B cells
78189,Stromal cells
78190,Endothelial cells
78191,Endothelial cells
78192,B cells
78193,T cells
78194,B cells
78195,T cells
78196,T cells
78197,T cells
78198,Stromal cells
78199,Macrophages
78200,T cells
78201,T cells
78202,Macrophages
78203,B cells
78204,T cells
78205,T cells
78206,Stromal cells
78207,T cells
78208,Endothelial cells
78209,B cells
78210,T cells
78211,T cells
78212,Macrophages
78213,B cells
78214,T cells
78215,T cells
78216,T cells
78217,T cells
78218,T cells
78219,Endothelial cells
78220,Smooth muscle cells
78221,T cells
78222,T cells
78223,B cells
78224,Macrophages
78225,T cells
78226,B cells
78227,B cells
78228,Stromal cells
78229,T cells
78230,Stromal cells
78231,Stromal cells
78232,T cells
78233,T cells
78234,Macrophages
78235,B cells
78236,Stromal cells
78237,T cells
78238,T cells
78239,T cells
78240,T cells
78241,B cells
78245,T cells
78246,T cells
78247,T cells
78248,T cells
78249,Stromal cells
78250,Stromal cells
78251,Macrophages
78252,T cells
78254,T cells
78255,Stromal cells
78258,T cells
78259,Smooth muscle cells
78260,B cells
78261,B cells
78262,Smooth muscle cells
78264,Smooth muscle cells
78265,B cells
78266,T cells
78267,Smooth muscle cells
78268,Smooth muscle cells
78269,Endothelial cells
78270,T cells
78271,Smooth muscle cells
78272,Smooth muscle cells
78273,T cells
78274,T cells
78275,T cells
78276,Stromal cells
78277,B cells
78279,T cells
78280,Breast cancer subtype 5
78281,Breast cancer subtype 5
78282,Breast cancer subtype 5
78283,Breast cancer subtype 5
78284,Breast cancer subtype 5
78285,Breast cancer subtype 5
78286,Breast cancer subtype 5
78287,Breast cancer subtype 5
78288,Breast myoepithelial cells
78289,Breast myoepithelial cells
78290,Breast myoepithelial cells
78291,Breast myoepithelial cells
78292,Stromal cells
78293,Stromal cells
78294,Stromal cells
78295,Stromal cells
78296,Stromal cells
78297,Stromal cells
78298,Stromal cells
78299,Stromal cells
78300,Stromal cells
78301,T cells
78302,Stromal cells
78303,Stromal cells
78304,Macrophages
78305,Stromal cells
78306,Stromal cells
78307,T cells
78308,T cells
78309,Macrophages
78310,Stromal cells
78311,Stromal cells
78312,Smooth muscle cells
78313,Macrophages
78314,Stromal cells
78315,Stromal cells
78316,Macrophages
78317,T cells
78318,T cells
78319,Stromal cells
78320,Stromal cells
78321,T cells
78323,Stromal cells
78324,Macrophages
78325,Macrophages
78326,T cells
78327,Stromal cells
78328,Stromal cells
78329,T cells
78330,T cells
78331,B cells
78332,Stromal cells
78333,Stromal cells
78334,B cells
78335,T cells
78336,T cells
78337,Stromal cells
78338,Stromal cells
78339,T cells
78340,Macrophages
78341,Stromal cells
78342,Stromal cells
78343,T cells
78344,T cells
78345,Endothelial cells
78346,T cells
78347,Stromal cells
78348,T cells
78349,T cells
78350,Endothelial cells
78351,Macrophages
78352,Stromal cells
78353,T cells
78354,Macrophages
78355,Endothelial cells
78356,T cells
78357,T cells
78358,Smooth muscle cells
78359,T cells
78360,Stromal cells
78361,T cells
78362,Stromal cells
78363,T cells
78364,Endothelial cells
78365,Endothelial cells
78366,T cells
78367,B cells
78368,T cells
78369,Macrophages
78371,T cells
78372,Macrophages
78373,B cells
78374,B cells
78375,T cells
78376,T cells
78377,B cells
78378,Macrophages
78379,Macrophages
78380,B cells
78381,T cells
78382,B cells
78383,B cells
78384,B cells
78385,B cells
78386,B cells
78387,T cells
78388,T cells
78389,T cells
78390,T cells
78391,T cells
78392,T cells
78393,B cells
78394,B cells
78397,Macrophages
78398,B cells
78399,T cells
78400,T cells
78401,B cells
78402,T cells
78403,T cells
78404,T cells
78405,T cells
78406,Macrophages
78407,T cells
78408,B cells
78409,B cells
78410,Macrophages
78411,Endothelial cells
